Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
Mica,1,346,36,9297.000000,1,1,1,4.968,47.748,0.000
Mica,1,325,37,9185.000000,1,1,1,5.106,44.850,0.000
Mica,1,314,48,9029.000000,1,1,1,6.624,43.332,0.000
Mica,1,276,2,9814.000000,1,1,1,0.276,38.088,0.000
Mica,1,596,574,9129.000000,1,1,1,79.212,82.248,0.000
Mica,1,596,634,8029.000000,1,1,1,87.492,82.248,0.000
Mica,1,563,641,9353.000000,1,1,1,88.458,77.694,0.000
Mica,2,162,646,1933.000000,1,2,1,89.148,22.356,0.250
Mica,2,159,624,8107.000000,1,2,1,86.112,21.942,0.250
Mica,2,470,960,3878.000000,1,2,1,132.480,64.860,0.250
Mica,6,248,14,2155.000000,1,6,1,1.932,34.224,1.250
Mica,6,258,42,9255.000000,1,6,1,5.796,35.604,1.250
Mica,6,242,66,3440.000000,1,6,1,9.108,33.396,1.250
Mica,6,221,66,9374.000000,1,6,1,9.108,30.498,1.250
Mica,6,220,74,5570.000000,1,6,1,10.212,30.360,1.250
Mica,6,210,67,6405.000000,1,6,1,9.246,28.980,1.250
Mica,6,200,102,2413.000000,1,6,1,14.076,27.600,1.250
Mica,6,170,113,2137.000000,1,6,1,15.594,23.460,1.250
Mica,6,171,126,1832.000000,1,6,1,17.388,23.598,1.250
Mica,6,154,110,2612.000000,1,6,1,15.180,21.252,1.250
Mica,6,142,106,3931.000000,1,6,1,14.628,19.596,1.250
Mica,6,147,78,3658.000000,1,6,1,10.764,20.286,1.250
Mica,6,154,66,7238.000000,1,6,1,9.108,21.252,1.250
Mica,6,120,108,7018.000000,1,6,1,14.904,16.560,1.250
Mica,6,92,133,7191.000000,1,6,1,18.354,12.696,1.250
Mica,6,41,140,3179.000000,1,6,1,19.320,5.658,1.250
Mica,6,73,164,7627.000000,1,6,1,22.632,10.074,1.250
Mica,6,40,192,8851.000000,1,6,1,26.496,5.520,1.250
Mica,6,62,212,2031.000000,1,6,1,29.256,8.556,1.250
Mica,6,31,197,7480.000000,1,6,1,27.186,4.278,1.250
Mica,6,74,247,9429.000000,1,6,1,34.086,10.212,1.250
Mica,6,30,226,2929.000000,1,6,1,31.188,4.140,1.250
Mica,6,16,224,7471.000000,1,6,1,30.912,2.208,1.250
Mica,6,26,259,7121.000000,1,6,1,35.742,3.588,1.250
Mica,6,48,280,3288.000000,1,6,1,38.640,6.624,1.250
Mica,6,120,206,2257.000000,1,6,1,28.428,16.560,1.250
Mica,6,130,204,2488.000000,1,6,1,28.152,17.940,1.250
Mica,6,140,192,2942.000000,1,6,1,26.496,19.320,1.250
Mica,6,156,226,5133.000000,1,6,1,31.188,21.528,1.250
Mica,6,152,164,2940.000000,1,6,1,22.632,20.976,1.250
Mica,6,136,124,2834.000000,1,6,1,17.112,18.768,1.250
Mica,6,120,190,11689.000000,1,6,1,26.220,16.560,1.250
Mica,6,170,226,4124.000000,1,6,1,31.188,23.460,1.250
Mica,6,142,256,5988.000000,1,6,1,35.328,19.596,1.250
Mica,6,124,288,3478.000000,1,6,1,39.744,17.112,1.250
Mica,6,175,282,4940.000000,1,6,1,38.916,24.150,1.250
Mica,6,174,183,3217.000000,1,6,1,25.254,24.012,1.250
Mica,6,216,167,4340.000000,1,6,1,23.046,29.808,1.250
Mica,6,221,186,2230.000000,1,6,1,25.668,30.498,1.250
Mica,6,229,173,7446.000000,1,6,1,23.874,31.602,1.250
Mica,6,249,193,4989.000000,1,6,1,26.634,34.362,1.250
Mica,6,250,140,9712.000000,1,6,1,19.320,34.500,1.250
Mica,6,229,118,2388.000000,1,6,1,16.284,31.602,1.250
Mica,6,238,92,6433.000000,1,6,1,12.696,32.844,1.250
Mica,6,198,262,9776.000000,1,6,1,36.156,27.324,1.250
Mica,6,211,247,5681.000000,1,6,1,34.086,29.118,1.250
Mica,8,527,224,5127.000000,1,8,1,30.912,72.726,1.750
Mica,8,510,220,7276.000000,1,8,1,30.360,70.380,1.750
Mica,8,562,269,8073.000000,1,8,1,37.122,77.556,1.750
Mica,8,578,252,7021.000000,1,8,1,34.776,79.764,1.750
Mica,8,580,283,3784.000000,1,8,1,39.054,80.040,1.750
Mica,8,538,310,3847.000000,1,8,1,42.780,74.244,1.750
Mica,8,524,303,2448.000000,1,8,1,41.814,72.312,1.750
Mica,8,532,323,6415.000000,1,8,1,44.574,73.416,1.750
Mica,8,512,340,3034.000000,1,8,1,46.920,70.656,1.750
